author:	Mlewandowska
date:	2019-09-05 08:19	2019-09-05 13:14
concentration = 0.2, size: 300x300
distribution: Gauss	scale: 1.0
init_number_X = 50, init_number_Y = 18000	n_links = 1800
k1 = 1, k2 = 1, beta = 0, lambd = 0.7
number of simulations k = 150, number of iterations n = 1000
range sampling: [0, 5, 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]

0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,32,64,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,24,
0,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,3,13,14,15,15,15,15,15,15,15,15,15,15,15,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,
0,1,8,9,10,11,12,13,14,15,16,16,16,16,16,16,16,
0,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,3,4,5,6,7,8,9,9,9,9,9,9,9,9,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,26,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0,1,2,3,4,5,6,7,8,9,10,11,12,15,16,23,23,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,23,23,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,47,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,14,14,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0,1,2,3,4,5,6,7,7,7,7,7,7,7,7,7,7,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,13,13,13,
0,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,37,37,
0,1,2,3,4,5,6,7,7,7,7,7,7,7,7,7,7,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,30,
0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0,1,9,10,11,12,13,14,15,16,17,18,19,20,21,39,39,
0,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,16,16,
0,1,3,4,5,6,7,7,7,7,7,7,7,7,7,7,7,
0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0,1,2,3,4,5,6,7,8,9,10,11,12,12,12,12,12,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,14,14,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,17,18,23,
0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,15,
0,1,2,3,4,5,6,6,6,6,6,6,6,6,6,6,6,
0,1,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,19,24,24,
0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,34,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,15,15,
0,1,7,8,9,10,11,12,12,12,12,12,12,12,12,12,12,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,21,
0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0,1,5,6,7,8,9,10,11,12,13,14,15,15,15,15,15,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0,1,2,3,4,5,6,7,8,9,10,14,15,16,17,18,22,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,26,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,22,22,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
0,1,2,3,4,5,6,7,8,9,9,9,9,9,9,9,9,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
0,1,3,4,5,6,7,8,9,10,11,12,13,14,15,60,85,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,20,21,45,
0,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,15,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,
0,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,13,13,13,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
0,1,5,6,7,8,9,10,11,12,13,14,15,16,17,18,40,
0,1,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,49,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,3,4,5,6,6,6,6,6,6,6,6,6,6,6,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,13,13,13,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,3,4,5,6,7,7,7,7,7,7,7,7,7,7,
0,1,2,3,4,5,6,7,8,9,9,9,9,9,9,9,9,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0,1,9,14,15,15,15,15,15,15,15,15,15,15,15,15,15,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,
0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,28,31,
0,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,23,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,17,17,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
