author:	Mlewandowska
date:	2019-06-11 10:05	2019-06-11 11:21
concentration = 0.2, size: 100x100
distribution: Laplace	scale: 1.3
init_number_X = 100, init_number_Y = 2000	n_links = 50
k1 = 1, k2 = 1, beta = 0, lambd = 1
number of simulations k = 20, number of iterations n = 5000
range sampling: [0, 5, 10, 20, 30, 40, 50, 60]

0,1,2,3,4,5,6,12,
0,1,1,1,1,1,1,1,
0,1,2,3,4,5,41,41,
0,1,2,3,4,4,4,4,
0,1,2,3,4,5,15,15,
0,1,2,3,4,5,6,29,
0,1,2,3,16,17,
0,1,2,3,4,5,6,40,
0,1,2,3,4,5,6,8,
0,0,0,0,0,0,0,0,
0,1,2,10,11,12,13,24,
0,1,2,16,17,18,33,91,
0,1,2,3,4,5,6,25,
0,1,2,3,4,5,6,11,
0,1,2,3,4,7,22,32,
0,0,0,0,0,0,0,0,
0,1,2,9,25,26,40,57,
0,1,2,3,4,5,6,48,
0,1,2,13,14,15,20,41,
0,1,2,3,4,5,6,16,
0,1,2,3,4,5,7,24,
0,1,2,3,4,5,11,11,
0,1,2,3,4,5,6,26,
0,1,2,3,4,5,6,16,
0,1,2,3,4,5,6,12,
0,1,2,3,4,5,8,82,
0,1,2,3,4,12,30,53,
0,1,3,4,5,6,13,37,
0,1,1,1,1,1,1,1,
0,1,2,4,5,6,7,8,
0,1,2,3,4,5,11,37,
0,1,2,3,4,5,6,16,
0,1,2,3,4,5,38,42,
0,1,2,3,4,5,15,67,
0,1,2,4,5,6,7,10,
0,1,2,3,4,5,6,31,
0,1,2,23,26,32,33,38,
0,1,2,4,5,9,15,23,
0,1,2,3,4,5,19,19,
0,1,2,6,14,15,16,35,
0,1,2,3,3,3,3,3,
0,1,4,5,6,20,26,61,
0,1,2,3,4,5,7,23,
0,1,2,3,4,5,6,25,
0,1,2,17,17,17,17,17,
0,1,2,3,4,5,8,28,
0,1,2,3,4,5,6,52,
0,1,2,19,20,21,36,72,
0,1,2,3,7,8,17,53,
0,1,2,3,4,5,6,6,
0,1,2,2,2,2,2,2,
0,1,2,5,6,11,12,25,
0,1,2,3,4,5,10,27,
0,1,2,3,4,4,4,4,
0,1,2,3,4,5,6,39,
0,1,2,3,4,5,6,
0,1,2,3,4,5,18,65,
0,1,2,3,4,5,12,24,
0,1,2,2,2,2,2,2,
0,1,2,3,4,5,7,37,
0,1,3,9,10,11,12,66,
0,1,2,3,4,5,6,18,
0,1,2,10,11,21,22,52,
0,0,0,0,0,0,0,0,
0,1,2,3,4,5,9,66,
0,1,2,3,4,7,8,15,
0,1,2,4,5,6,10,34,
0,1,2,5,6,7,20,36,
0,1,2,10,11,12,13,32,
0,1,2,6,7,8,9,81,
0,1,2,3,29,37,44,63,
0,1,2,3,4,36,56,83,
0,1,2,3,4,5,11,28,
0,1,2,3,4,5,17,49,
0,1,2,3,4,5,6,16,
0,1,1,1,1,1,1,1,
0,1,2,3,4,5,6,30,
0,1,2,3,4,9,20,20,
0,1,2,3,4,6,62,95,
0,1,2,3,4,5,7,47,
0,1,2,3,7,8,12,19,
0,1,2,3,4,37,61,71,
0,1,2,3,4,5,6,26,
0,1,2,3,4,7,35,92,
0,1,2,3,4,5,18,61,
0,1,2,5,6,7,8,21,
0,1,2,3,4,10,24,40,
0,1,2,3,4,5,6,15,
0,1,2,3,4,5,6,12,
0,1,2,5,6,6,6,6,
0,1,2,3,4,5,6,37,
0,1,2,3,4,5,6,50,
0,1,2,3,11,12,24,25,
0,1,2,3,4,21,31,41,
0,1,2,3,4,5,6,6,
0,1,2,3,4,5,6,11,
0,1,2,3,4,7,22,27,
0,1,2,3,4,5,6,45,
0,1,2,3,4,5,6,28,
0,1,2,3,4,7,18,73,
0,1,1,1,1,1,1,1,
0,1,2,3,4,5,6,35,
0,1,2,3,4,5,47,100,
0,1,2,3,4,5,6,60,
0,0,0,0,0,0,0,0,
0,1,2,3,4,5,17,18,
0,1,2,17,18,19,20,89,
0,1,2,3,4,5,6,15,
0,1,2,3,4,22,26,56,
0,1,2,3,4,5,6,9,
0,1,2,3,4,5,6,18,
0,1,2,3,4,5,6,23,
0,1,2,3,4,5,11,43,
0,1,2,3,4,5,23,46,
0,1,2,5,6,7,8,19,
0,1,2,3,4,5,6,17,
0,1,2,3,4,5,6,11,
0,1,2,3,4,5,6,84,
0,1,2,7,7,7,7,7,
0,1,1,1,1,1,1,1,
0,1,2,3,4,5,6,12,
0,1,2,3,7,8,63,76,
0,1,2,3,4,5,6,11,
0,1,2,3,4,5,6,31,
0,1,2,3,13,14,15,34,
0,1,2,3,4,5,23,73,
0,1,2,3,4,5,6,32,
0,1,2,3,4,5,12,49,
0,1,2,6,7,8,9,9,
0,1,2,3,4,12,18,30,
0,1,2,8,9,
0,1,2,3,4,5,6,29,
0,1,2,3,4,5,6,78,
0,1,2,3,4,5,6,13,
0,1,2,6,14,26,30,30,
0,1,2,3,4,5,6,25,
0,1,2,3,4,5,6,39,
0,1,2,3,4,5,6,67,
0,1,2,3,4,5,31,43,
0,1,2,4,5,6,7,10,
0,1,2,3,4,5,7,7,
0,1,2,3,8,14,15,68,
0,1,2,3,4,5,6,86,
0,1,2,5,6,7,7,7,
0,1,2,3,6,7,8,63,
0,1,2,3,4,13,20,20,
0,1,2,17,18,19,20,25,
0,1,2,3,4,5,6,77,
0,1,2,3,4,5,35,57,
0,1,2,3,4,5,13,31,
0,1,2,4,5,10,11,24,
0,1,2,4,5,6,20,94,
0,1,2,3,4,17,23,48,
0,1,2,3,4,5,6,20,
0,1,2,3,7,8,9,76,
0,1,2,3,4,5,12,23,
0,1,2,17,20,21,22,75,
0,1,2,6,7,8,19,47,
0,1,2,3,4,5,14,14,
0,1,2,3,4,5,6,104,
0,1,4,7,8,17,37,56,
0,1,2,3,4,9,10,29,
0,1,2,3,4,5,27,35,
0,1,2,3,4,5,56,89,
0,1,2,3,4,5,29,36,
0,1,2,3,4,5,6,9,
0,1,2,3,4,5,6,14,
0,1,2,3,4,5,7,35,
0,1,2,3,4,5,17,42,
0,1,2,13,14,15,53,55,
0,1,2,3,4,5,32,76,
0,1,3,4,5,6,7,58,
0,0,0,0,0,0,0,0,
0,1,2,3,4,5,6,32,
0,1,2,3,4,9,10,22,
0,1,2,3,4,5,10,20,
0,1,2,3,4,16,16,16,
0,1,2,3,4,5,5,5,
0,1,2,3,4,5,6,72,
0,0,0,0,0,0,0,0,
0,1,2,3,4,5,6,58,
0,1,2,3,4,5,6,16,
0,1,2,3,4,5,10,15,
0,1,2,3,4,5,39,45,
0,1,2,3,4,5,16,76,
0,1,2,3,4,5,6,62,
0,1,2,19,21,22,29,29,
0,1,2,3,4,13,14,50,
0,1,2,3,4,5,11,37,
0,1,2,5,6,10,10,10,
0,1,2,3,4,5,6,33,
0,1,2,3,4,17,51,72,
0,1,2,3,4,5,13,19,
0,1,2,3,4,7,27,39,
0,1,2,3,4,5,6,18,
0,1,2,3,4,5,15,47,
0,1,2,3,4,5,6,16,
0,1,2,3,4,12,13,77,
0,1,2,12,13,14,15,15,
0,1,2,3,4,5,6,24,
